# Radiation correction v2.3. Params: lat=36.5318, lon=-5.1898, utc_time=2021-09-13 07:18
UTC time, Height (m AGL), Altitude (m MSL), Pressure (Pa), Temperature (C), Relative humidity (%), Wind speed (m/s), Wind direction (true deg), Dew point (C), Latitude  , Longitude  
05:33:10, 1520, 2716, 74007, 8.15, 75.0, 13.54, 204.8, 3.97, 36.637624, -5.168882
05:33:18, 1540, 2736, 73829, 7.97, 75.8, 13.65, 206.1, 3.95, 36.638579, -5.168319
05:33:28, 1560, 2756, 73651, 7.81, 76.6, 13.80, 207.0, 3.95, 36.639677, -5.167633
05:33:37, 1580, 2776, 73474, 7.63, 77.4, 13.90, 207.3, 3.93, 36.640730, -5.166953
05:33:46, 1600, 2796, 73297, 7.45, 78.2, 13.97, 207.4, 3.89, 36.641727, -5.166314
05:33:56, 1620, 2816, 73120, 7.27, 78.9, 14.02, 207.7, 3.85, 36.642813, -5.165604
05:34:06, 1640, 2836, 72944, 7.09, 79.6, 14.11, 208.2, 3.81, 36.643941, -5.164861
05:34:17, 1660, 2856, 72767, 6.92, 80.4, 14.24, 208.8, 3.77, 36.645099, -5.164071
05:34:29, 1680, 2876, 72592, 6.77, 81.0, 14.38, 209.6, 3.74, 36.646441, -5.163137
05:34:41, 1700, 2896, 72416, 6.67, 81.5, 14.52, 210.5, 3.72, 36.647905, -5.162086
05:34:55, 1720, 2916, 72241, 6.61, 81.7, 14.65, 210.9, 3.70, 36.649415, -5.160956
05:35:10, 1740, 2936, 72067, 6.52, 81.7, 14.74, 210.5, 3.62, 36.651067, -5.159731
05:35:24, 1760, 2956, 71892, 6.45, 81.5, 14.98, 209.8, 3.51, 36.652756, -5.158510
05:35:41, 1780, 2976, 71718, 6.44, 80.7, 15.29, 209.2, 3.36, 36.654720, -5.157126
05:36:01, 1800, 2996, 71545, 6.49, 78.8, 15.50, 208.1, 3.07, 36.657147, -5.155455
05:36:30, 1820, 3016, 71372, 6.56, 77.0, 15.66, 207.1, 2.81, 36.660740, -5.153093
05:41:18, 1840, 3036, 71202, 6.92, 72.9, 15.78, 208.1, 2.39, 36.699151, -5.130197
05:41:30, 1860, 3056, 71031, 7.54, 66.3, 15.84, 211.2, 1.66, 36.700480, -5.129073
05:41:40, 1880, 3076, 70860, 8.01, 61.2, 15.93, 215.4, 0.98, 36.701654, -5.128042
05:41:49, 1900, 3096, 70689, 7.88, 61.7, 16.00, 216.2, 0.98, 36.702747, -5.127064
05:41:57, 1920, 3116, 70519, 7.73, 62.3, 16.04, 216.6, 0.96, 36.703736, -5.126159
05:42:05, 1940, 3136, 70349, 7.57, 62.8, 16.05, 217.1, 0.92, 36.704652, -5.125300
05:42:13, 1960, 3156, 70179, 7.44, 63.1, 16.10, 217.6, 0.87, 36.705504, -5.124492
05:42:20, 1980, 3176, 70010, 7.31, 63.4, 16.12, 218.2, 0.80, 36.706337, -5.123668
05:42:27, 2000, 3196, 69841, 7.18, 63.5, 16.05, 218.3, 0.72, 36.707108, -5.122909
05:42:34, 2020, 3216, 69672, 7.05, 63.7, 15.79, 218.2, 0.63, 36.707872, -5.122162
05:42:40, 2040, 3236, 69504, 6.92, 63.8, 15.56, 218.1, 0.53, 36.708596, -5.121459
05:42:47, 2060, 3256, 69336, 6.82, 63.9, 15.45, 218.6, 0.45, 36.709316, -5.120761
05:42:53, 2080, 3276, 69168, 6.72, 63.9, 15.38, 219.0, 0.37, 36.709986, -5.120090
05:42:59, 2100, 3296, 69001, 6.60, 64.1, 15.37, 219.6, 0.29, 36.710658, -5.119408
05:43:05, 2120, 3316, 68833, 6.44, 64.4, 15.34, 220.2, 0.19, 36.711297, -5.118741
05:43:11, 2140, 3336, 68667, 6.28, 64.7, 15.24, 220.2, 0.11, 36.711946, -5.118043
05:43:17, 2160, 3356, 68500, 6.14, 65.0, 15.20, 219.9, 0.05, 36.712561, -5.117402
05:43:23, 2180, 3376, 68334, 5.99, 65.3, 15.18, 219.6, -0.03, 36.713184, -5.116760
05:43:29, 2200, 3396, 68168, 5.83, 65.6, 15.10, 220.0, -0.12, 36.713787, -5.116142
05:43:35, 2220, 3416, 68003, 5.67, 65.8, 14.98, 220.6, -0.22, 36.714381, -5.115514
05:43:41, 2240, 3436, 67838, 5.51, 66.1, 14.82, 221.2, -0.33, 36.714973, -5.114872
05:43:46, 2260, 3456, 67673, 5.34, 66.3, 14.57, 221.6, -0.44, 36.715561, -5.114232
05:43:52, 2280, 3476, 67508, 5.19, 66.6, 14.35, 221.9, -0.53, 36.716101, -5.113627
05:43:58, 2300, 3496, 67344, 5.03, 66.9, 14.17, 221.9, -0.61, 36.716640, -5.113031
05:44:04, 2320, 3516, 67180, 4.89, 67.3, 13.96, 221.9, -0.66, 36.717184, -5.112422
05:44:10, 2340, 3536, 67016, 4.72, 67.8, 13.76, 222.5, -0.72, 36.717741, -5.111804
05:44:16, 2360, 3556, 66853, 4.56, 68.4, 13.65, 223.1, -0.77, 36.718273, -5.111186
05:44:21, 2380, 3576, 66690, 4.40, 68.9, 13.59, 223.5, -0.81, 36.718806, -5.110567
05:44:27, 2400, 3596, 66527, 4.23, 69.5, 13.52, 223.6, -0.86, 36.719336, -5.109929
05:44:34, 2420, 3616, 66365, 4.10, 69.9, 13.48, 223.8, -0.91, 36.719878, -5.109293
05:44:40, 2440, 3636, 66203, 3.95, 70.3, 13.46, 224.1, -0.98, 36.720399, -5.108667
05:44:45, 2460, 3656, 66041, 3.80, 70.6, 13.39, 224.5, -1.05, 36.720912, -5.108043
05:44:52, 2480, 3676, 65879, 3.66, 70.9, 13.38, 224.9, -1.13, 36.721449, -5.107386
05:44:58, 2500, 3696, 65718, 3.49, 71.2, 13.37, 225.1, -1.24, 36.721945, -5.106754
05:45:04, 2520, 3716, 65557, 3.34, 71.3, 13.45, 224.7, -1.36, 36.722499, -5.106072
05:45:10, 2540, 3736, 65397, 3.16, 71.5, 13.46, 225.3, -1.50, 36.723037, -5.105381
05:45:17, 2560, 3756, 65236, 3.01, 71.7, 13.46, 226.1, -1.61, 36.723579, -5.104676
05:45:23, 2580, 3776, 65076, 2.86, 71.9, 13.37, 226.5, -1.71, 36.724134, -5.103935
05:45:30, 2600, 3796, 64917, 2.72, 72.1, 13.20, 226.8, -1.81, 36.724669, -5.103232
05:45:37, 2620, 3816, 64757, 2.58, 72.4, 13.00, 227.1, -1.89, 36.725207, -5.102508
05:45:44, 2640, 3836, 64598, 2.43, 72.8, 12.85, 227.3, -1.97, 36.725772, -5.101751
05:45:51, 2660, 3856, 64439, 2.26, 73.2, 12.78, 227.2, -2.04, 36.726335, -5.100982
05:45:58, 2680, 3876, 64281, 2.08, 73.8, 12.69, 227.4, -2.11, 36.726892, -5.100235
05:46:06, 2700, 3896, 64123, 1.90, 74.4, 12.57, 228.0, -2.17, 36.727493, -5.099421
05:46:13, 2720, 3916, 63965, 1.72, 75.2, 12.46, 228.7, -2.21, 36.728054, -5.098622
05:46:22, 2740, 3936, 63807, 1.54, 76.0, 12.29, 229.1, -2.24, 36.728653, -5.097769
05:46:30, 2760, 3956, 63650, 1.36, 76.8, 12.06, 229.5, -2.26, 36.729263, -5.096879
05:46:39, 2780, 3976, 63493, 1.19, 77.6, 11.85, 230.2, -2.29, 36.729907, -5.095933
05:46:49, 2800, 3996, 63336, 1.03, 78.4, 11.65, 231.0, -2.32, 36.730518, -5.094986
05:46:58, 2820, 4016, 63180, 0.86, 79.0, 11.41, 231.6, -2.37, 36.731136, -5.094030
05:47:09, 2840, 4036, 63023, 0.73, 79.4, 11.30, 232.5, -2.43, 36.731786, -5.093013
05:47:20, 2860, 4056, 62868, 0.70, 79.0, 11.29, 234.2, -2.54, 36.732437, -5.091932
05:47:31, 2880, 4076, 62712, 0.74, 77.4, 11.30, 236.1, -2.76, 36.733072, -5.090770
05:47:42, 2900, 4096, 62557, 0.74, 75.7, 11.27, 237.3, -3.07, 36.733693, -5.089583
05:47:53, 2920, 4116, 62402, 0.67, 74.8, 11.26, 237.4, -3.29, 36.734282, -5.088398
05:48:05, 2940, 4136, 62247, 0.55, 74.5, 11.18, 237.1, -3.46, 36.734904, -5.087182
05:48:15, 2960, 4156, 62093, 0.38, 74.6, 11.12, 237.8, -3.61, 36.735461, -5.086139
05:48:26, 2980, 4176, 61939, 0.19, 75.0, 11.09, 239.7, -3.73, 36.736068, -5.084917
05:48:39, 3000, 4196, 61786, -0.02, 75.6, 11.03, 241.5, -3.82, 36.736671, -5.083559
05:48:52, 3020, 4216, 61633, -0.21, 76.2, 10.80, 242.0, -3.89, 36.737306, -5.082066
05:49:06, 3040, 4236, 61480, -0.43, 77.0, 10.51, 241.3, -3.96, 36.737910, -5.080646
05:49:25, 3060, 4256, 61327, -0.64, 77.9, 10.40, 240.5, -4.02, 36.738794, -5.078688
05:49:47, 3080, 4276, 61174, -0.75, 78.1, 10.52, 240.5, -4.10, 36.739781, -5.076577
05:50:08, 3100, 4296, 61022, -0.81, 77.4, 10.97, 240.6, -4.27, 36.740724, -5.074442
05:50:33, 3120, 4316, 60870, -0.87, 76.6, 11.74, 239.8, -4.47, 36.741919, -5.071805
05:51:07, 3140, 4336, 60719, -0.97, 76.3, 12.47, 239.9, -4.62, 36.743789, -5.067910
05:51:54, 3160, 4356, 60568, -0.96, 75.0, 12.92, 241.7, -4.84, 36.746405, -5.062385
05:52:58, 3180, 4376, 60417, -0.90, 72.7, 13.33, 243.7, -5.18, 36.750015, -5.053622
05:53:47, 3200, 4396, 60267, -0.80, 69.0, 13.65, 246.3, -5.79, 36.752606, -5.046616
05:54:13, 3220, 4416, 60117, -0.77, 64.8, 13.88, 248.4, -6.57, 36.753819, -5.042766
05:54:42, 3240, 4436, 59967, -0.76, 62.2, 13.94, 249.2, -7.11, 36.755097, -5.038578
05:55:06, 3260, 4456, 59818, -0.83, 60.5, 13.98, 249.0, -7.54, 36.756173, -5.035090
05:55:26, 3280, 4476, 59669, -0.98, 59.9, 13.97, 248.7, -7.79, 36.757110, -5.032124
05:55:45, 3300, 4496, 59520, -1.10, 59.8, 14.06, 248.6, -7.92, 36.757986, -5.029288
05:56:03, 3320, 4516, 59372, -1.23, 59.7, 14.21, 248.5, -8.07, 36.758818, -5.026670
05:56:19, 3340, 4536, 59224, -1.39, 59.6, 14.38, 248.7, -8.26, 36.759552, -5.024339
05:56:32, 3360, 4556, 59076, -1.55, 59.5, 14.48, 248.5, -8.43, 36.760207, -5.022258
05:56:46, 3380, 4576, 58928, -1.69, 59.4, 14.51, 247.9, -8.56, 36.760856, -5.020229
05:56:59, 3400, 4596, 58781, -1.83, 59.5, 14.45, 247.0, -8.68, 36.761531, -5.018232
05:57:12, 3420, 4616, 58634, -1.97, 59.7, 14.39, 246.5, -8.78, 36.762193, -5.016343
05:57:25, 3440, 4636, 58488, -2.09, 59.8, 14.38, 246.1, -8.87, 36.762853, -5.014487
05:57:36, 3460, 4656, 58341, -2.29, 60.0, 14.43, 245.8, -9.02, 36.763440, -5.012868
05:57:47, 3480, 4676, 58195, -2.46, 60.1, 14.52, 245.3, -9.16, 36.764046, -5.011188
05:57:58, 3500, 4696, 58050, -2.61, 60.2, 14.62, 244.8, -9.29, 36.764641, -5.009610
05:58:08, 3520, 4716, 57904, -2.78, 60.2, 14.65, 244.4, -9.43, 36.765258, -5.008016
05:58:19, 3540, 4736, 57759, -2.92, 60.2, 14.67, 244.2, -9.56, 36.765851, -5.006492
05:58:29, 3560, 4756, 57614, -3.07, 60.4, 14.69, 244.0, -9.67, 36.766452, -5.004972
05:58:39, 3580, 4776, 57469, -3.23, 60.6, 14.67, 244.0, -9.77, 36.767047, -5.003447
05:58:49, 3600, 4796, 57325, -3.39, 61.1, 14.69, 244.1, -9.83, 36.767635, -5.001952
05:59:00, 3620, 4816, 57181, -3.54, 61.7, 14.80, 244.5, -9.84, 36.768241, -5.000403
05:59:09, 3640, 4836, 57037, -3.69, 62.4, 14.93, 244.9, -9.84, 36.768780, -4.998996
05:59:19, 3660, 4856, 56893, -3.84, 62.9, 15.03, 245.5, -9.87, 36.769345, -4.997493
05:59:29, 3680, 4876, 56750, -4.00, 63.2, 15.11, 245.9, -9.96, 36.769863, -4.996027
05:59:38, 3700, 4896, 56607, -4.16, 63.5, 15.13, 246.1, -10.07, 36.770403, -4.994545
05:59:48, 3720, 4916, 56464, -4.31, 63.7, 15.14, 246.1, -10.17, 36.770968, -4.992955
05:59:57, 3740, 4936, 56322, -4.47, 64.0, 15.22, 246.0, -10.26, 36.771464, -4.991520
06:00:07, 3760, 4956, 56180, -4.69, 64.6, 15.37, 245.9, -10.36, 36.772011, -4.989964
06:00:17, 3780, 4976, 56038, -4.89, 65.1, 15.47, 245.5, -10.45, 36.772570, -4.988404
06:00:27, 3800, 4996, 55896, -5.05, 65.5, 15.51, 244.9, -10.51, 36.773142, -4.986859
06:00:37, 3820, 5016, 55755, -5.23, 66.1, 15.56, 244.3, -10.58, 36.773766, -4.985227
06:00:47, 3840, 5036, 55614, -5.42, 66.7, 15.60, 243.8, -10.65, 36.774385, -4.983639
06:00:57, 3860, 5056, 55473, -5.60, 67.3, 15.67, 243.5, -10.71, 36.774997, -4.982098
06:01:07, 3880, 5076, 55332, -5.78, 67.8, 15.69, 243.3, -10.78, 36.775584, -4.980618
06:01:16, 3900, 5096, 55192, -5.96, 68.4, 15.75, 243.1, -10.84, 36.776211, -4.979072
06:01:26, 3920, 5116, 55052, -6.12, 68.9, 15.71, 242.9, -10.91, 36.776811, -4.977608
06:01:34, 3940, 5136, 54912, -6.30, 69.5, 15.69, 243.0, -10.97, 36.777381, -4.976228
06:01:43, 3960, 5156, 54773, -6.52, 70.2, 15.62, 242.8, -11.05, 36.777949, -4.974831
06:01:52, 3980, 5176, 54633, -6.69, 70.9, 15.63, 242.5, -11.10, 36.778524, -4.973456
06:02:01, 4000, 5196, 54494, -6.86, 71.5, 15.64, 242.7, -11.14, 36.779103, -4.972067
06:02:11, 4020, 5216, 54355, -7.03, 72.2, 15.67, 243.2, -11.19, 36.779734, -4.970537
06:02:20, 4040, 5236, 54217, -7.20, 72.9, 15.72, 243.6, -11.24, 36.780322, -4.969063
06:02:30, 4060, 5256, 54079, -7.41, 73.8, 15.81, 243.1, -11.29, 36.780925, -4.967557
06:02:39, 4080, 5276, 53941, -7.63, 74.7, 15.83, 242.8, -11.35, 36.781549, -4.966067
06:02:48, 4100, 5296, 53803, -7.81, 75.4, 15.84, 242.9, -11.40, 36.782130, -4.964644
06:02:57, 4120, 5316, 53665, -7.97, 76.1, 15.87, 243.3, -11.45, 36.782713, -4.963221
06:03:06, 4140, 5336, 53528, -8.16, 76.9, 15.86, 243.5, -11.50, 36.783298, -4.961787
06:03:15, 4160, 5356, 53391, -8.36, 77.8, 15.82, 243.6, -11.55, 36.783863, -4.960366
06:03:25, 4180, 5376, 53254, -8.55, 78.6, 15.76, 243.5, -11.59, 36.784464, -4.958861
06:03:36, 4200, 5396, 53118, -8.76, 79.6, 15.62, 243.5, -11.64, 36.785150, -4.957158
06:03:47, 4220, 5416, 52982, -8.95, 80.6, 15.49, 243.7, -11.68, 36.785839, -4.955450
