UTC time, Altitude (m MSL), Altitude (m AGL), Pressure (Pascal), Speed (m/s), Heading (degrees), Temperature (C), Relative humidity (%), Internal temperature (C), Latitude, Longitude, Rise speed (m/s)
08:09:40, 259, 0, 98708, 1.65, 15.40, 26.22, 49.40, 30.50, 36.450330, -5.218768, 0.1
08:09:41, 259, 0, 98706, 1.95, 30.80, 26.25, 49.35,  ,  ,  , 0.1
08:09:42, 259, 0, 98705, 1.70, 13.00, 26.29, 49.25,  ,  ,  , 0.1
08:09:43, 259, 0, 98704, 0.70, 306.90, 26.34, 49.15,  , 36.450362, -5.218780, 0.1
08:09:44, 260, 1, 98697,  , 306.20, 26.39, 49.05,  ,  ,  , 0.1
08:09:45, 261, 2, 98690, 5.40, 318.40, 26.34, 48.85,  ,  ,  , 0.1
08:09:46, 261, 2, 98684, 8.80, 303.20, 26.35, 48.65,  , 36.450455, -5.218945, 0.2
08:09:47, 263, 4, 98668, 6.90, 299.90, 26.31, 48.50,  ,  ,  , 0.3
08:09:48, 264, 5, 98652, 9.30, 304.90, 26.29, 48.35,  ,  ,  , 0.4
08:09:49, 266, 7, 98636, 8.80, 297.50, 26.26, 48.25,  , 36.450562, -5.219192, 0.5
08:09:50, 267, 8, 98619, 7.50, 291.30, 26.23, 48.10,  ,  ,  , 0.7
08:09:51, 268, 9, 98603, 8.30, 301.70, 26.18, 48.05,  ,  ,  , 0.8
08:09:52, 270, 11, 98588, 9.30, 292.60, 26.18, 48.05,  , 36.450673, -5.219443, 0.9
08:09:53, 271, 12, 98577, 8.15, 311.90, 26.14, 48.10,  ,  ,  , 1.0
08:09:54, 272, 13, 98566, 8.00, 302.20, 26.12, 48.10,  ,  ,  , 1.0
08:09:55, 273, 14, 98556, 6.85, 302.80, 26.10, 48.10,  , 36.450783, -5.219650, 1.1
08:09:56, 273, 14, 98552, 6.65, 301.40, 26.10, 48.10,  ,  ,  , 1.1
08:09:57, 273, 14, 98549, 7.00, 305.10, 26.11, 48.10,  ,  ,  , 1.1
08:09:58, 274, 15, 98546, 5.80, 303.80, 26.11, 48.05,  , 36.450883, -5.219835, 1.0
08:09:59, 274, 15, 98544, 7.05, 305.20, 26.12, 48.05,  ,  ,  , 0.9
08:10:00, 274, 15, 98543, 6.45, 310.10, 26.10, 48.05,  ,  ,  , 0.8
08:10:01, 274, 15, 98542, 7.80, 300.40, 26.09, 48.05,  , 36.450998, -5.220023, 0.7
08:10:02, 275, 16, 98535, 7.15, 318.40, 26.05, 48.10,  ,  ,  , 0.6
08:10:03, 275, 16, 98529, 6.60, 299.40, 26.05, 48.10,  ,  ,  , 0.6
08:10:04, 276, 17, 98524, 7.30, 313.30, 26.03, 48.15,  , 36.451115, -5.220210, 0.5
08:10:07, 277, 18, 98506, 7.35, 314.60, 26.03, 48.25, 31.00, 36.451223, -5.220405, 0.4
08:10:08, 278, 19, 98498, 8.05, 287.60, 26.03, 48.30,  ,  ,  , 0.4
08:10:09, 279, 20, 98491, 7.25, 310.10, 26.03, 48.30,  ,  ,  , 0.4
08:10:10, 279, 20, 98484, 5.15, 310.60, 26.03, 48.35,  , 36.451327, -5.220588, 0.5
08:10:11, 280, 21, 98475, 7.60, 300.50, 26.03, 48.25,  ,  ,  , 0.5
08:10:12, 281, 22, 98466, 8.75, 305.70, 26.03, 48.15,  ,  ,  , 0.5
08:10:13, 282, 23, 98458, 7.25, 310.20, 26.03, 48.00,  , 36.451453, -5.220808, 0.6
08:10:14, 282, 23, 98449, 8.85, 301.10, 26.05, 47.85,  ,  ,  , 0.6
08:10:15, 283, 24, 98440, 7.45, 308.70, 26.12, 47.75,  ,  ,  , 0.7
08:10:16, 284, 25, 98432, 8.10, 300.40, 26.12, 47.65,  , 36.451573, -5.221033, 0.7
08:10:17, 285, 26, 98424, 7.80, 302.00, 26.16, 47.75,  ,  ,  , 0.7
08:10:18, 285, 26, 98416, 7.70, 300.70, 26.15, 47.65,  ,  ,  , 0.7
08:10:19, 286, 27, 98408, 9.65, 308.60, 26.17, 47.50,  , 36.451697, -5.221292, 0.7
08:10:21, 297, 38, 98281, 17.65, 265.30, 26.48, 47.40,  ,  ,  , 1.6
08:10:22, 303, 44, 98218, 16.95, 267.20, 26.50, 47.35,  , 36.451693, -5.221827, 2.0
08:10:23, 294, 35, 98323,  , 268.70, 26.53, 47.35,  ,  ,  , 1.1
08:10:24, 284, 25, 98432, 4.25, 298.20, 26.55, 47.30,  ,  ,  , 0.3
08:10:25, 274, 15, 98542, 8.65, 304.60, 26.57, 47.25,  , 36.451745, -5.221900, -0.5
08:10:26, 272, 13, 98567,  , 177.00, 26.57, 47.20,  ,  ,  , -0.9
08:10:27, 269, 10, 98591,  , 328.50, 26.59, 47.15,  ,  ,  , -1.1
08:10:28, 267, 8, 98616, 9.10, 299.30, 26.59, 47.10,  , 36.451897, -5.222090, -1.4
08:10:29, 267, 8, 98620, 8.35, 341.90, 26.65, 47.05,  ,  ,  , -1.5
08:10:30, 266, 7, 98625, 4.65, 329.70, 26.68, 47.00,  ,  ,  , -1.6
08:10:31, 266, 7, 98630, 2.40, 9.50, 26.65, 46.95,  , 36.452033, -5.222082, -1.7
08:10:32, 265, 6, 98645, 7.20, 342.00, 26.65, 46.95,  ,  ,  , -1.6
08:10:33, 263, 4, 98661, 6.25, 29.10, 26.61, 46.95,  ,  ,  , -1.6
08:10:34, 262, 3, 98678, 8.45, 319.50, 26.59, 47.00, 31.00, 36.452180, -5.222025, -2.8
08:10:36, 267, 8, 98616, 12.35, 346.90, 26.58, 47.05,  ,  ,  , -1.4
08:10:37, 270, 11, 98586, 9.65, 334.20, 26.57, 47.10,  , 36.452372, -5.222060, -0.3
08:10:38, 272, 13, 98560, 8.85, 326.90, 26.55, 47.10,  ,  ,  , -0.1
08:10:39, 275, 16, 98534, 7.30, 323.50, 26.50, 47.20,  ,  ,  , 0.2
08:10:40, 277, 18, 98508, 8.50, 326.30, 26.43, 47.25,  , 36.452523, -5.222193, 0.6
08:10:41, 279, 20, 98491, 6.55, 312.30, 26.39, 47.35,  ,  ,  , 0.9
08:10:42, 280, 21, 98473, 6.80, 314.20, 26.33, 47.35,  ,  ,  , 1.0
08:10:43, 282, 23, 98456, 7.60, 314.60, 26.30, 47.40,  , 36.452648, -5.222348, 1.2
08:10:44, 284, 25, 98433, 5.95, 321.70, 26.24, 47.45,  ,  ,  , 1.6
08:10:45, 286, 27, 98412, 6.70, 326.60, 26.19, 47.50,  ,  ,  , 1.9
08:10:46, 287, 28, 98392, 7.15, 332.40, 26.14, 47.65,  , 36.452800, -5.222473, 2.1
08:10:47, 290, 31, 98365, 6.70, 317.00, 26.08, 47.80,  ,  ,  , 2.2
08:10:48, 292, 33, 98339, 8.20, 322.60, 26.03, 47.85,  ,  ,  , 2.1
08:10:49, 294, 35, 98314, 6.30, 312.60, 26.02, 47.95,  , 36.452948, -5.222633, 2.0
08:10:50, 297, 38, 98288, 8.35, 316.10, 26.02, 48.00,  ,  ,  , 2.0
08:10:51, 299, 40, 98263, 5.80, 308.70, 26.03, 48.05,  ,  ,  , 2.0
08:10:52, 301, 42, 98238, 6.80, 309.80, 26.03, 48.00,  , 36.453070, -5.222805, 2.0
08:10:53, 303, 44, 98216, 7.30, 312.10, 26.10, 47.95,  ,  ,  , 2.1
08:10:54, 305, 46, 98194, 5.20, 302.20, 26.12, 47.90,  ,  ,  , 2.1
08:10:55, 307, 48, 98172, 7.80, 317.00, 26.12, 47.85,  , 36.453183, -5.222972, 2.1
08:10:56, 310, 51, 98142, 6.25, 305.30, 26.11, 47.85,  ,  ,  , 2.2
08:10:57, 312, 53, 98114, 6.20, 309.50, 26.09, 47.80,  ,  ,  , 2.2
08:10:58, 315, 56, 98086, 5.80, 312.70, 26.08, 47.80,  , 36.453278, -5.223128, 2.3
08:10:59, 319, 60, 98047, 5.30, 298.80, 26.09, 47.85,  ,  ,  , 2.4
08:11:00, 322, 63, 98007, 6.45, 309.80, 26.08, 47.85,  ,  ,  , 2.5
08:11:01, 326, 67, 97968, 6.55, 301.90, 26.10, 47.80, 31.25, 36.453375, -5.223293, 2.6
08:11:02, 329, 70, 97928, 5.40, 312.80, 26.05, 47.70,  ,  ,  , 2.7
08:11:03, 333, 74, 97889, 7.40, 301.30, 26.09, 47.70,  ,  ,  , 2.8
08:11:04, 336, 77, 97850, 5.30, 304.10, 26.08, 47.65,  , 36.453473, -5.223467, 2.9
08:11:06, 343, 84, 97776, 7.00, 301.50, 26.03, 47.55,  ,  ,  , 3.1
08:11:07, 346, 87, 97740, 4.35, 297.80, 26.03, 47.55,  , 36.453563, -5.223635, 3.2
08:11:08, 349, 90, 97709, 7.25, 312.80, 26.02, 47.55,  ,  ,  , 3.2
08:11:09, 352, 93, 97679, 6.55, 304.10, 26.02, 47.50,  ,  ,  , 3.2
08:11:10, 355, 96, 97650, 7.45, 298.70, 26.02, 47.50,  , 36.453667, -5.223825, 3.2
08:11:11, 357, 98, 97623, 6.55, 310.50, 26.02, 47.50,  ,  ,  , 3.2
08:11:12, 359, 100, 97597, 6.80, 291.40, 26.02, 47.50,  ,  ,  , 3.1
08:11:13, 362, 103, 97572, 7.90, 317.10, 26.02, 47.50,  , 36.453765, -5.224018, 3.0
08:11:14, 363, 104, 97552, 6.15, 285.90, 26.02, 47.50,  ,  ,  , 2.8
08:11:15, 365, 106, 97533, 8.20, 313.30, 26.02, 47.55,  ,  ,  , 2.7
08:11:16, 367, 108, 97514, 7.00, 305.10, 26.02, 47.60,  , 36.453885, -5.224213, 2.5
08:11:17, 369, 110, 97491, 7.70, 312.20, 26.02, 47.65,  ,  ,  , 2.5
